employee_id,date,time_in,time_out,overtime
31,2024-01-12,08:32,18:58,1.97
32,2024-01-12,08:36,18:21,1.35
33,2024-01-12,09:10,17:09,0.15
34,2024-01-12,08:37,18:25,1.42
1,2024-01-15,09:19,17:42,0.7
2,2024-01-15,08:59,18:38,1.63
3,2024-01-15,09:41,17:13,0.22
4,2024-01-15,08:14,17:22,0.37
5,2024-01-15,09:28,17:41,0.68
6,2024-01-15,09:21,18:01,1.02
7,2024-01-15,08:26,17:08,0.13
8,2024-01-15,08:52,17:52,0.87
9,2024-01-15,08:10,18:18,1.3
10,2024-01-15,08:42,17:51,0.85
11,2024-01-15,08:43,17:39,0.65
12,2024-01-15,09:03,17:26,0.43
13,2024-01-15,08:49,18:39,1.65
14,2024-01-15,09:52,17:09,0.15
15,2024-01-15,09:55,17:28,0.47
16,2024-01-15,09:06,17:23,0.38
17,2024-01-15,09:18,18:00,1.0
18,2024-01-15,09:06,17:10,0.17
19,2024-01-15,08:11,17:52,0.87
20,2024-01-15,08:43,18:32,1.53
21,2024-01-15,09:43,17:26,0.43
22,2024-01-15,08:59,17:42,0.7
23,2024-01-15,09:44,18:55,1.92
24,2024-01-15,08:26,18:17,1.28
25,2024-01-15,08:07,18:29,1.48
26,2024-01-15,09:47,17:53,0.88
27,2024-01-15,08:52,17:53,0.88
28,2024-01-15,08:46,18:16,1.27
29,2024-01-15,09:52,18:45,1.75
30,2024-01-15,09:27,17:36,0.6
31,2024-01-15,08:47,18:41,1.68
32,2024-01-15,09:34,18:53,1.88
33,2024-01-15,09:52,18:58,1.97
34,2024-01-15,08:47,18:31,1.52
1,2024-01-16,08:17,18:22,1.37
2,2024-01-16,08:54,18:48,1.8
3,2024-01-16,08:55,18:21,1.35
4,2024-01-16,08:08,17:03,0.05
5,2024-01-16,09:12,18:35,1.58
6,2024-01-16,08:48,17:06,0.1
7,2024-01-16,08:04,17:59,0.98
8,2024-01-16,08:44,17:46,0.77
9,2024-01-16,08:33,18:06,1.1
10,2024-01-16,08:49,17:23,0.38
11,2024-01-16,09:56,17:14,0.23
12,2024-01-16,08:55,18:55,1.92
13,2024-01-16,08:00,18:47,1.78
14,2024-01-16,08:20,17:09,0.15
15,2024-01-16,09:59,17:49,0.82
16,2024-01-16,09:16,17:27,0.45
17,2024-01-16,08:10,17:37,0.62
18,2024-01-16,09:19,17:48,0.8
19,2024-01-16,09:29,18:39,1.65
20,2024-01-16,08:02,17:46,0.77
21,2024-01-16,09:52,18:57,1.95
22,2024-01-16,09:23,17:51,0.85
23,2024-01-16,08:32,18:47,1.78
24,2024-01-16,08:43,17:42,0.7
25,2024-01-16,09:38,17:59,0.98
26,2024-01-16,08:06,18:33,1.55
27,2024-01-16,08:16,18:33,1.55
28,2024-01-16,09:00,18:35,1.58
29,2024-01-16,08:39,18:50,1.83
30,2024-01-16,09:53,18:49,1.82
31,2024-01-16,08:15,17:14,0.23
32,2024-01-16,08:15,18:32,1.53
33,2024-01-16,09:20,17:51,0.85
34,2024-01-16,09:49,17:46,0.77
1,2024-01-17,09:07,17:11,0.18
2,2024-01-17,08:19,18:27,1.45
3,2024-01-17,09:49,17:17,0.28
4,2024-01-17,08:57,17:31,0.52
5,2024-01-17,08:54,18:25,1.42
6,2024-01-17,08:59,17:40,0.67
7,2024-01-17,09:13,17:05,0.08
8,2024-01-17,08:07,18:57,1.95
9,2024-01-17,08:10,18:48,1.8
10,2024-01-17,08:55,17:04,0.07
11,2024-01-17,08:36,17:36,0.6
12,2024-01-17,09:58,18:49,1.82
13,2024-01-17,08:26,17:52,0.87
14,2024-01-17,09:02,17:33,0.55
15,2024-01-17,08:54,17:12,0.2
16,2024-01-17,09:37,18:27,1.45
17,2024-01-17,09:42,17:41,0.68
18,2024-01-17,08:01,18:41,1.68
19,2024-01-17,09:09,18:18,1.3
20,2024-01-17,09:41,17:50,0.83
21,2024-01-17,09:07,18:05,1.08
22,2024-01-17,09:45,18:20,1.33
23,2024-01-17,09:51,18:33,1.55
24,2024-01-17,08:42,18:48,1.8
25,2024-01-17,09:37,18:17,1.28
26,2024-01-17,09:42,17:03,0.05
27,2024-01-17,08:00,18:21,1.35
28,2024-01-17,09:46,17:00,0
29,2024-01-17,08:26,17:02,0.03
30,2024-01-17,08:11,17:21,0.35
31,2024-01-17,08:58,18:17,1.28
32,2024-01-17,08:20,17:54,0.9
33,2024-01-17,08:21,18:33,1.55
34,2024-01-17,08:58,17:41,0.68
1,2024-01-18,09:47,17:48,0.8
2,2024-01-18,09:07,17:32,0.53
3,2024-01-18,09:58,17:43,0.72
4,2024-01-18,09:18,18:19,1.32
5,2024-01-18,08:13,17:40,0.67
6,2024-01-18,08:28,17:14,0.23
7,2024-01-18,08:19,18:28,1.47
8,2024-01-18,09:55,17:24,0.4
9,2024-01-18,09:39,17:51,0.85
10,2024-01-18,08:04,18:37,1.62
11,2024-01-18,09:04,17:16,0.27
12,2024-01-18,09:15,17:39,0.65
13,2024-01-18,09:54,18:45,1.75
14,2024-01-18,08:03,17:34,0.57
15,2024-01-18,09:58,17:49,0.82
16,2024-01-18,08:33,18:51,1.85
17,2024-01-18,09:47,17:53,0.88
18,2024-01-18,08:10,18:23,1.38
19,2024-01-18,09:05,18:26,1.43
20,2024-01-18,08:09,17:20,0.33
21,2024-01-18,09:42,18:52,1.87
22,2024-01-18,08:44,17:16,0.27
23,2024-01-18,09:05,17:13,0.22
24,2024-01-18,09:07,18:54,1.9
25,2024-01-18,09:58,18:32,1.53
26,2024-01-18,09:35,18:20,1.33
27,2024-01-18,09:24,17:52,0.87
28,2024-01-18,08:13,18:35,1.58
29,2024-01-18,09:00,17:01,0.02
30,2024-01-18,08:30,18:48,1.8
31,2024-01-18,08:59,17:05,0.08
32,2024-01-18,08:28,18:54,1.9
33,2024-01-18,09:16,18:51,1.85
34,2024-01-18,09:47,18:52,1.87
1,2024-01-19,09:22,18:49,1.82
2,2024-01-19,09:18,17:00,0
3,2024-01-19,08:15,17:05,0.08
4,2024-01-19,09:03,17:25,0.42
5,2024-01-19,08:50,17:59,0.98
6,2024-01-19,08:32,18:43,1.72
7,2024-01-19,08:01,18:04,1.07
8,2024-01-19,08:01,18:13,1.22
9,2024-01-19,09:53,17:54,0.9
10,2024-01-19,09:47,17:39,0.65
11,2024-01-19,09:20,18:55,1.92
12,2024-01-19,09:54,17:52,0.87
13,2024-01-19,09:21,18:13,1.22
14,2024-01-19,09:21,18:01,1.02
15,2024-01-19,09:05,17:46,0.77
16,2024-01-19,08:47,18:00,1.0
17,2024-01-19,09:45,18:21,1.35
18,2024-01-19,09:59,17:10,0.17
19,2024-01-19,08:04,17:26,0.43
20,2024-01-19,09:33,18:55,1.92
21,2024-01-19,09:13,17:31,0.52
22,2024-01-19,08:39,17:02,0.03
23,2024-01-19,08:47,17:39,0.65
24,2024-01-19,09:05,18:55,1.92
25,2024-01-19,08:04,17:19,0.32
26,2024-01-19,08:39,18:17,1.28
27,2024-01-19,08:12,18:55,1.92
28,2024-01-19,09:36,18:46,1.77
29,2024-01-19,09:03,17:46,0.77
30,2024-01-19,09:20,17:41,0.68
31,2024-01-19,09:24,18:27,1.45
32,2024-01-19,09:32,17:48,0.8
33,2024-01-19,08:46,18:31,1.52
34,2024-01-19,08:23,18:31,1.52
1,2024-01-22,09:59,17:52,0.87
2,2024-01-22,08:48,18:26,1.43
3,2024-01-22,09:30,18:10,1.17
4,2024-01-22,09:44,18:54,1.9
5,2024-01-22,08:24,18:39,1.65
6,2024-01-22,09:39,18:00,1.0
7,2024-01-22,09:39,17:58,0.97
8,2024-01-22,09:41,18:47,1.78
9,2024-01-22,09:02,17:26,0.43
10,2024-01-22,08:21,17:47,0.78
11,2024-01-22,08:37,18:49,1.82
12,2024-01-22,09:18,17:42,0.7
13,2024-01-22,09:19,17:59,0.98
14,2024-01-22,09:48,18:51,1.85
15,2024-01-22,08:48,18:45,1.75
16,2024-01-22,08:10,17:36,0.6
17,2024-01-22,09:26,17:11,0.18
18,2024-01-22,09:34,18:24,1.4
19,2024-01-22,09:16,18:29,1.48
20,2024-01-22,08:56,17:10,0.17
21,2024-01-22,08:44,17:38,0.63
22,2024-01-22,08:23,17:28,0.47
23,2024-01-22,08:20,18:57,1.95
24,2024-01-22,08:25,17:11,0.18
25,2024-01-22,09:54,18:00,1.0
26,2024-01-22,09:17,18:11,1.18
27,2024-01-22,09:05,18:07,1.12
28,2024-01-22,08:22,17:59,0.98
29,2024-01-22,08:36,18:42,1.7
30,2024-01-22,08:09,18:26,1.43
31,2024-01-22,08:03,18:50,1.83
32,2024-01-22,08:36,17:52,0.87
33,2024-01-22,08:46,18:28,1.47
34,2024-01-22,09:47,18:27,1.45
1,2024-01-23,08:10,18:38,1.63
2,2024-01-23,09:58,17:57,0.95
3,2024-01-23,08:16,18:25,1.42
4,2024-01-23,09:39,18:42,1.7
5,2024-01-23,09:45,18:28,1.47
6,2024-01-23,09:54,17:18,0.3
7,2024-01-23,09:11,18:45,1.75
8,2024-01-23,08:45,18:27,1.45
9,2024-01-23,08:35,17:02,0.03
10,2024-01-23,09:04,17:48,0.8
11,2024-01-23,09:58,17:16,0.27
12,2024-01-23,08:42,18:30,1.5
13,2024-01-23,08:51,17:45,0.75
14,2024-01-23,09:15,17:42,0.7
15,2024-01-23,08:02,17:16,0.27
16,2024-01-23,09:10,17:38,0.63
17,2024-01-23,09:16,17:17,0.28
18,2024-01-23,09:10,17:18,0.3
19,2024-01-23,09:36,17:46,0.77
20,2024-01-23,09:23,18:52,1.87
21,2024-01-23,08:58,18:53,1.88
22,2024-01-23,08:44,17:59,0.98
23,2024-01-23,09:32,17:32,0.53
24,2024-01-23,09:14,18:21,1.35
25,2024-01-23,09:12,18:21,1.35
26,2024-01-23,09:12,18:29,1.48
27,2024-01-23,09:26,17:44,0.73
28,2024-01-23,09:46,17:12,0.2
29,2024-01-23,09:37,17:56,0.93
30,2024-01-23,08:58,17:22,0.37
31,2024-01-23,09:10,18:12,1.2
32,2024-01-23,09:50,17:24,0.4
33,2024-01-23,09:36,17:56,0.93
34,2024-01-23,08:13,18:12,1.2
1,2024-01-24,08:44,17:50,0.83
2,2024-01-24,09:41,18:51,1.85
3,2024-01-24,08:26,17:31,0.52
4,2024-01-24,09:00,17:18,0.3
5,2024-01-24,09:39,18:46,1.77
6,2024-01-24,08:28,17:42,0.7
7,2024-01-24,09:39,17:02,0.03
8,2024-01-24,08:09,18:52,1.87
9,2024-01-24,09:05,18:00,1.0
10,2024-01-24,09:24,18:33,1.55
11,2024-01-24,08:52,18:06,1.1
12,2024-01-24,09:37,17:32,0.53
13,2024-01-24,09:59,18:17,1.28
14,2024-01-24,09:51,17:07,0.12
15,2024-01-24,08:17,17:14,0.23
16,2024-01-24,08:37,17:31,0.52
17,2024-01-24,09:29,18:09,1.15
18,2024-01-24,08:42,18:34,1.57
19,2024-01-24,09:28,18:23,1.38
20,2024-01-24,08:32,17:05,0.08
21,2024-01-24,09:16,17:29,0.48
22,2024-01-24,09:05,18:44,1.73
23,2024-01-24,08:03,17:17,0.28
24,2024-01-24,08:38,18:43,1.72
25,2024-01-24,09:33,17:04,0.07
26,2024-01-24,09:29,17:27,0.45
27,2024-01-24,08:08,17:30,0.5
28,2024-01-24,09:19,17:06,0.1
29,2024-01-24,08:12,17:10,0.17
30,2024-01-24,08:50,18:58,1.97
31,2024-01-24,09:47,18:14,1.23
32,2024-01-24,08:40,18:55,1.92
33,2024-01-24,08:16,17:27,0.45
34,2024-01-24,09:04,18:23,1.38
1,2024-01-25,09:12,18:38,1.63
2,2024-01-25,09:52,17:42,0.7
3,2024-01-25,08:57,18:11,1.18
4,2024-01-25,08:25,17:20,0.33
5,2024-01-25,08:09,18:36,1.6
6,2024-01-25,08:57,18:15,1.25
7,2024-01-25,09:38,17:44,0.73
8,2024-01-25,09:55,17:18,0.3
9,2024-01-25,09:20,18:07,1.12
10,2024-01-25,09:42,18:03,1.05
11,2024-01-25,09:00,18:01,1.02
12,2024-01-25,08:54,18:21,1.35
13,2024-01-25,09:22,17:59,0.98
14,2024-01-25,09:56,17:32,0.53
15,2024-01-25,09:41,17:20,0.33
16,2024-01-25,08:47,18:21,1.35
17,2024-01-25,09:22,18:55,1.92
18,2024-01-25,08:57,18:00,1.0
19,2024-01-25,09:01,18:21,1.35
20,2024-01-25,09:08,18:00,1.0
21,2024-01-25,09:35,18:20,1.33
22,2024-01-25,09:22,18:35,1.58
23,2024-01-25,08:50,17:41,0.68
24,2024-01-25,08:57,17:31,0.52
25,2024-01-25,08:40,17:12,0.2
26,2024-01-25,09:04,17:46,0.77
27,2024-01-25,09:03,17:11,0.18
28,2024-01-25,09:35,18:39,1.65
29,2024-01-25,09:35,17:16,0.27
30,2024-01-25,09:39,18:54,1.9
31,2024-01-25,09:37,17:25,0.42
32,2024-01-25,09:07,18:50,1.83
33,2024-01-25,09:34,17:24,0.4
34,2024-01-25,09:21,17:52,0.87
1,2024-01-26,08:52,18:26,1.43
2,2024-01-26,08:02,18:24,1.4
3,2024-01-26,08:33,18:22,1.37
4,2024-01-26,08:41,17:35,0.58
5,2024-01-26,08:35,17:31,0.52
6,2024-01-26,08:55,18:37,1.62
7,2024-01-26,08:47,17:20,0.33
8,2024-01-26,09:03,18:05,1.08
9,2024-01-26,08:54,18:44,1.73
10,2024-01-26,08:24,17:40,0.67
11,2024-01-26,08:42,17:42,0.7
12,2024-01-26,08:19,17:33,0.55
13,2024-01-26,08:17,18:31,1.52
14,2024-01-26,09:04,17:27,0.45
15,2024-01-26,09:55,17:03,0.05
16,2024-01-26,08:18,18:59,1.98
17,2024-01-26,08:41,17:27,0.45
18,2024-01-26,08:07,17:00,0
19,2024-01-26,08:07,18:49,1.82
