employee_id,date,time_in,time_out,overtime
6,2024-04-03,08:02,18:31,1.52
7,2024-04-03,08:38,18:28,1.47
8,2024-04-03,09:28,17:39,0.65
9,2024-04-03,08:04,18:47,1.78
10,2024-04-03,09:06,17:42,0.7
11,2024-04-03,09:03,17:54,0.9
12,2024-04-03,09:42,18:29,1.48
13,2024-04-03,09:04,18:37,1.62
14,2024-04-03,08:57,17:47,0.78
15,2024-04-03,08:36,18:58,1.97
16,2024-04-03,08:19,18:14,1.23
17,2024-04-03,09:52,17:39,0.65
18,2024-04-03,08:02,18:20,1.33
19,2024-04-03,09:24,18:19,1.32
20,2024-04-03,08:19,18:29,1.48
21,2024-04-03,08:51,18:17,1.28
22,2024-04-03,09:11,18:47,1.78
23,2024-04-03,08:05,17:26,0.43
24,2024-04-03,08:06,18:25,1.42
25,2024-04-03,09:35,18:14,1.23
26,2024-04-03,09:09,18:54,1.9
27,2024-04-03,09:38,18:09,1.15
28,2024-04-03,09:41,18:28,1.47
29,2024-04-03,09:42,17:28,0.47
30,2024-04-03,09:37,17:06,0.1
31,2024-04-03,09:59,18:25,1.42
32,2024-04-03,08:26,17:22,0.37
33,2024-04-03,09:34,17:01,0.02
34,2024-04-03,09:32,18:37,1.62
1,2024-04-04,09:05,17:30,0.5
2,2024-04-04,09:34,17:56,0.93
3,2024-04-04,09:15,17:29,0.48
4,2024-04-04,09:00,18:41,1.68
5,2024-04-04,09:22,18:54,1.9
6,2024-04-04,09:44,18:55,1.92
7,2024-04-04,08:42,17:56,0.93
8,2024-04-04,09:16,18:03,1.05
9,2024-04-04,09:42,18:58,1.97
10,2024-04-04,09:00,17:17,0.28
11,2024-04-04,08:42,18:24,1.4
12,2024-04-04,08:54,18:29,1.48
13,2024-04-04,09:27,18:42,1.7
14,2024-04-04,08:57,17:28,0.47
15,2024-04-04,08:24,18:15,1.25
16,2024-04-04,09:49,18:36,1.6
17,2024-04-04,08:03,17:06,0.1
18,2024-04-04,09:49,18:02,1.03
19,2024-04-04,08:17,18:17,1.28
20,2024-04-04,08:13,18:12,1.2
21,2024-04-04,09:39,17:17,0.28
22,2024-04-04,09:24,18:41,1.68
23,2024-04-04,08:11,17:45,0.75
24,2024-04-04,08:59,17:13,0.22
25,2024-04-04,09:26,18:30,1.5
26,2024-04-04,08:37,17:00,0
27,2024-04-04,08:05,17:12,0.2
28,2024-04-04,09:47,17:11,0.18
29,2024-04-04,08:03,18:58,1.97
30,2024-04-04,09:24,17:18,0.3
31,2024-04-04,08:19,17:17,0.28
32,2024-04-04,08:52,18:38,1.63
33,2024-04-04,09:54,18:28,1.47
34,2024-04-04,08:35,17:22,0.37
1,2024-04-05,08:23,18:27,1.45
2,2024-04-05,09:57,18:00,1.0
3,2024-04-05,09:49,18:50,1.83
4,2024-04-05,09:58,18:29,1.48
5,2024-04-05,08:15,17:18,0.3
6,2024-04-05,09:31,17:07,0.12
7,2024-04-05,08:54,17:16,0.27
8,2024-04-05,08:42,18:40,1.67
9,2024-04-05,08:40,17:07,0.12
10,2024-04-05,09:17,17:44,0.73
11,2024-04-05,08:26,18:59,1.98
12,2024-04-05,08:02,17:10,0.17
13,2024-04-05,08:23,17:07,0.12
14,2024-04-05,08:29,17:32,0.53
15,2024-04-05,09:58,18:41,1.68
16,2024-04-05,09:24,18:57,1.95
17,2024-04-05,08:28,18:13,1.22
18,2024-04-05,08:37,17:38,0.63
19,2024-04-05,08:00,18:35,1.58
20,2024-04-05,09:52,17:05,0.08
21,2024-04-05,09:51,17:18,0.3
22,2024-04-05,09:43,18:54,1.9
23,2024-04-05,08:42,17:03,0.05
24,2024-04-05,08:32,17:46,0.77
25,2024-04-05,09:50,17:36,0.6
26,2024-04-05,08:03,18:02,1.03
27,2024-04-05,08:24,18:03,1.05
28,2024-04-05,09:45,18:55,1.92
29,2024-04-05,08:11,17:08,0.13
30,2024-04-05,08:40,18:31,1.52
31,2024-04-05,08:48,17:57,0.95
32,2024-04-05,08:41,17:35,0.58
33,2024-04-05,08:49,17:14,0.23
34,2024-04-05,08:32,18:01,1.02
1,2024-04-08,09:57,17:05,0.08
2,2024-04-08,08:32,17:15,0.25
3,2024-04-08,09:02,17:59,0.98
4,2024-04-08,09:35,18:09,1.15
5,2024-04-08,08:17,17:43,0.72
6,2024-04-08,09:11,18:05,1.08
7,2024-04-08,09:25,17:05,0.08
8,2024-04-08,09:24,18:22,1.37
9,2024-04-08,09:17,17:39,0.65
10,2024-04-08,09:33,18:47,1.78
11,2024-04-08,09:09,17:28,0.47
12,2024-04-08,09:37,17:10,0.17
13,2024-04-08,08:25,17:46,0.77
14,2024-04-08,09:25,17:01,0.02
15,2024-04-08,08:17,17:10,0.17
16,2024-04-08,09:24,18:56,1.93
17,2024-04-08,08:02,17:26,0.43
18,2024-04-08,08:41,17:35,0.58
19,2024-04-08,08:58,18:26,1.43
20,2024-04-08,08:40,18:44,1.73
21,2024-04-08,08:58,17:38,0.63
22,2024-04-08,09:56,17:23,0.38
23,2024-04-08,08:30,18:03,1.05
24,2024-04-08,08:06,18:38,1.63
25,2024-04-08,08:49,17:19,0.32
26,2024-04-08,08:28,17:32,0.53
27,2024-04-08,09:52,18:46,1.77
28,2024-04-08,09:48,17:26,0.43
29,2024-04-08,08:34,18:47,1.78
30,2024-04-08,08:18,17:44,0.73
31,2024-04-08,09:19,18:47,1.78
32,2024-04-08,08:11,18:46,1.77
33,2024-04-08,09:34,18:02,1.03
34,2024-04-08,08:13,17:51,0.85
1,2024-04-09,09:13,18:31,1.52
2,2024-04-09,09:14,17:24,0.4
3,2024-04-09,08:57,17:51,0.85
4,2024-04-09,08:41,18:40,1.67
5,2024-04-09,08:36,18:38,1.63
6,2024-04-09,09:22,17:31,0.52
7,2024-04-09,09:05,17:46,0.77
8,2024-04-09,08:30,17:56,0.93
9,2024-04-09,08:31,17:17,0.28
10,2024-04-09,09:17,17:15,0.25
11,2024-04-09,09:42,18:47,1.78
12,2024-04-09,08:22,17:26,0.43
13,2024-04-09,09:25,17:08,0.13
14,2024-04-09,08:05,17:26,0.43
15,2024-04-09,08:32,18:39,1.65
16,2024-04-09,08:29,17:10,0.17
17,2024-04-09,09:03,18:31,1.52
18,2024-04-09,09:54,17:07,0.12
19,2024-04-09,08:00,18:39,1.65
20,2024-04-09,08:50,18:29,1.48
21,2024-04-09,09:09,18:08,1.13
22,2024-04-09,08:14,18:41,1.68
23,2024-04-09,08:35,17:44,0.73
24,2024-04-09,09:50,18:07,1.12
25,2024-04-09,08:19,18:03,1.05
26,2024-04-09,08:50,18:52,1.87
27,2024-04-09,09:48,17:36,0.6
28,2024-04-09,08:35,18:56,1.93
29,2024-04-09,08:28,18:57,1.95
30,2024-04-09,09:56,17:16,0.27
31,2024-04-09,09:07,18:24,1.4
32,2024-04-09,08:14,17:28,0.47
33,2024-04-09,08:52,17:34,0.57
34,2024-04-09,08:50,17:54,0.9
1,2024-04-10,08:03,17:10,0.17
2,2024-04-10,09:52,17:21,0.35
3,2024-04-10,09:13,17:15,0.25
4,2024-04-10,09:16,17:32,0.53
5,2024-04-10,08:08,17:41,0.68
6,2024-04-10,08:41,18:42,1.7
7,2024-04-10,09:03,17:17,0.28
8,2024-04-10,08:54,17:02,0.03
9,2024-04-10,09:55,17:44,0.73
10,2024-04-10,09:42,18:48,1.8
11,2024-04-10,09:48,17:10,0.17
12,2024-04-10,08:56,17:57,0.95
13,2024-04-10,09:02,18:34,1.57
14,2024-04-10,09:22,18:23,1.38
15,2024-04-10,08:34,17:39,0.65
16,2024-04-10,09:34,17:55,0.92
17,2024-04-10,09:46,17:05,0.08
18,2024-04-10,08:04,17:51,0.85
19,2024-04-10,08:40,17:09,0.15
20,2024-04-10,08:14,17:23,0.38
21,2024-04-10,09:50,18:44,1.73
22,2024-04-10,08:18,18:08,1.13
23,2024-04-10,09:20,17:45,0.75
24,2024-04-10,09:09,18:52,1.87
25,2024-04-10,08:09,17:41,0.68
26,2024-04-10,08:30,18:23,1.38
27,2024-04-10,09:46,17:13,0.22
28,2024-04-10,08:01,17:14,0.23
29,2024-04-10,08:24,17:07,0.12
30,2024-04-10,08:47,18:25,1.42
31,2024-04-10,08:47,18:06,1.1
32,2024-04-10,09:57,17:59,0.98
33,2024-04-10,08:11,18:41,1.68
34,2024-04-10,08:55,18:59,1.98
1,2024-04-11,09:29,18:42,1.7
2,2024-04-11,08:16,18:08,1.13
3,2024-04-11,09:19,17:51,0.85
4,2024-04-11,08:26,17:43,0.72
5,2024-04-11,08:19,17:28,0.47
6,2024-04-11,09:29,18:20,1.33
7,2024-04-11,09:51,17:12,0.2
8,2024-04-11,08:46,17:48,0.8
9,2024-04-11,09:18,17:28,0.47
10,2024-04-11,09:39,18:41,1.68
11,2024-04-11,09:45,17:12,0.2
12,2024-04-11,09:53,18:57,1.95
13,2024-04-11,08:23,17:53,0.88
14,2024-04-11,08:19,18:43,1.72
15,2024-04-11,09:35,18:45,1.75
16,2024-04-11,09:57,18:44,1.73
17,2024-04-11,08:08,18:32,1.53
18,2024-04-11,08:39,18:13,1.22
19,2024-04-11,08:23,18:08,1.13
20,2024-04-11,09:46,18:01,1.02
21,2024-04-11,09:56,18:34,1.57
22,2024-04-11,08:30,17:07,0.12
23,2024-04-11,09:02,18:53,1.88
24,2024-04-11,09:48,18:02,1.03
25,2024-04-11,09:00,18:45,1.75
26,2024-04-11,08:02,17:54,0.9
27,2024-04-11,08:38,17:22,0.37
28,2024-04-11,09:24,17:41,0.68
29,2024-04-11,09:36,17:32,0.53
30,2024-04-11,09:44,18:17,1.28
31,2024-04-11,08:01,17:58,0.97
32,2024-04-11,08:14,17:10,0.17
33,2024-04-11,08:16,18:11,1.18
34,2024-04-11,08:05,18:57,1.95
1,2024-04-12,09:37,17:49,0.82
2,2024-04-12,09:16,18:56,1.93
3,2024-04-12,09:18,18:26,1.43
4,2024-04-12,09:30,18:05,1.08
5,2024-04-12,08:35,18:02,1.03
6,2024-04-12,09:12,17:04,0.07
7,2024-04-12,08:42,18:34,1.57
8,2024-04-12,09:37,17:29,0.48
9,2024-04-12,08:45,17:29,0.48
10,2024-04-12,08:55,17:21,0.35
11,2024-04-12,08:34,17:57,0.95
12,2024-04-12,09:42,18:49,1.82
13,2024-04-12,08:29,17:22,0.37
14,2024-04-12,09:26,18:40,1.67
15,2024-04-12,08:08,18:19,1.32
16,2024-04-12,08:49,17:26,0.43
17,2024-04-12,09:54,17:58,0.97
18,2024-04-12,09:58,18:05,1.08
19,2024-04-12,08:10,17:58,0.97
20,2024-04-12,09:51,18:37,1.62
21,2024-04-12,09:14,18:41,1.68
22,2024-04-12,08:46,17:27,0.45
23,2024-04-12,08:25,18:43,1.72
24,2024-04-12,08:48,17:21,0.35
25,2024-04-12,09:18,17:14,0.23
26,2024-04-12,09:35,18:34,1.57
27,2024-04-12,08:30,17:29,0.48
28,2024-04-12,08:39,17:22,0.37
29,2024-04-12,09:21,18:42,1.7
30,2024-04-12,09:20,17:02,0.03
31,2024-04-12,09:43,18:40,1.67
32,2024-04-12,09:16,17:57,0.95
33,2024-04-12,09:13,17:07,0.12
34,2024-04-12,09:54,17:00,0
1,2024-04-15,09:38,18:55,1.92
2,2024-04-15,09:05,17:25,0.42
3,2024-04-15,09:04,17:59,0.98
4,2024-04-15,09:06,17:53,0.88
5,2024-04-15,09:08,18:02,1.03
6,2024-04-15,08:55,18:11,1.18
7,2024-04-15,08:03,17:22,0.37
8,2024-04-15,08:09,17:41,0.68
9,2024-04-15,08:12,18:30,1.5
10,2024-04-15,09:23,18:48,1.8
11,2024-04-15,08:10,18:28,1.47
12,2024-04-15,08:32,17:01,0.02
13,2024-04-15,08:04,17:18,0.3
14,2024-04-15,08:46,18:04,1.07
15,2024-04-15,09:20,17:54,0.9
16,2024-04-15,09:14,18:19,1.32
17,2024-04-15,09:14,18:55,1.92
18,2024-04-15,09:24,17:29,0.48
19,2024-04-15,08:01,18:56,1.93
20,2024-04-15,09:51,18:30,1.5
21,2024-04-15,09:36,18:53,1.88
22,2024-04-15,08:51,18:37,1.62
23,2024-04-15,09:10,17:16,0.27
24,2024-04-15,08:54,18:16,1.27
25,2024-04-15,08:16,18:41,1.68
26,2024-04-15,08:03,18:05,1.08
27,2024-04-15,09:29,18:52,1.87
28,2024-04-15,09:54,18:49,1.82
29,2024-04-15,09:59,18:56,1.93
30,2024-04-15,08:10,17:29,0.48
31,2024-04-15,09:02,18:43,1.72
32,2024-04-15,08:15,18:44,1.73
33,2024-04-15,09:10,18:43,1.72
34,2024-04-15,08:58,17:35,0.58
1,2024-04-16,09:32,17:18,0.3
2,2024-04-16,08:10,17:31,0.52
3,2024-04-16,08:38,18:47,1.78
4,2024-04-16,09:39,18:17,1.28
5,2024-04-16,08:19,17:45,0.75
6,2024-04-16,08:25,17:05,0.08
7,2024-04-16,09:56,17:58,0.97
8,2024-04-16,08:37,17:29,0.48
9,2024-04-16,08:58,18:29,1.48
10,2024-04-16,08:34,17:14,0.23
11,2024-04-16,09:09,18:10,1.17
12,2024-04-16,09:04,17:34,0.57
13,2024-04-16,09:02,18:52,1.87
14,2024-04-16,08:28,18:09,1.15
15,2024-04-16,08:10,17:47,0.78
16,2024-04-16,08:30,17:55,0.92
17,2024-04-16,09:12,17:30,0.5
18,2024-04-16,09:50,17:28,0.47
19,2024-04-16,08:24,17:15,0.25
20,2024-04-16,08:15,17:41,0.68
21,2024-04-16,08:43,18:56,1.93
22,2024-04-16,09:56,18:28,1.47
23,2024-04-16,09:02,18:26,1.43
24,2024-04-16,09:34,18:23,1.38
25,2024-04-16,09:41,18:53,1.88
26,2024-04-16,08:50,17:54,0.9
27,2024-04-16,08:13,17:01,0.02
28,2024-04-16,08:49,17:48,0.8
29,2024-04-16,08:47,17:06,0.1
30,2024-04-16,08:41,17:23,0.38
31,2024-04-16,09:49,18:59,1.98
32,2024-04-16,09:33,18:13,1.22
33,2024-04-16,09:49,17:35,0.58
34,2024-04-16,09:44,17:49,0.82
1,2024-04-17,08:49,18:49,1.82
2,2024-04-17,08:54,18:53,1.88
3,2024-04-17,08:40,17:25,0.42
4,2024-04-17,08:20,18:19,1.32
5,2024-04-17,09:25,17:16,0.27
6,2024-04-17,08:18,18:32,1.53
7,2024-04-17,08:31,17:20,0.33
8,2024-04-17,08:04,18:49,1.82
9,2024-04-17,08:01,18:47,1.78
10,2024-04-17,09:42,17:35,0.58
11,2024-04-17,08:02,18:49,1.82
12,2024-04-17,09:10,17:25,0.42
13,2024-04-17,08:08,18:05,1.08
14,2024-04-17,08:35,17:46,0.77
15,2024-04-17,08:06,17:08,0.13
16,2024-04-17,08:52,17:46,0.77
17,2024-04-17,08:33,17:18,0.3
18,2024-04-17,08:24,18:09,1.15
19,2024-04-17,09:51,18:00,1.0
20,2024-04-17,08:10,17:29,0.48
21,2024-04-17,09:54,17:30,0.5
22,2024-04-17,08:16,17:38,0.63
23,2024-04-17,08:38,17:36,0.6
24,2024-04-17,08:22,18:37,1.62
25,2024-04-17,09:23,18:15,1.25
26,2024-04-17,09:14,18:34,1.57
27,2024-04-17,09:22,18:24,1.4
28,2024-04-17,08:42,18:36,1.6
29,2024-04-17,09:09,17:50,0.83
30,2024-04-17,08:54,18:55,1.92
31,2024-04-17,08:59,18:12,1.2
32,2024-04-17,08:10,18:41,1.68
33,2024-04-17,08:51,17:10,0.17
34,2024-04-17,09:34,18:35,1.58
1,2024-04-18,08:34,18:52,1.87
2,2024-04-18,08:52,17:19,0.32
3,2024-04-18,08:51,17:28,0.47
4,2024-04-18,09:44,18:29,1.48
5,2024-04-18,09:58,17:36,0.6
6,2024-04-18,09:11,18:38,1.63
7,2024-04-18,09:18,17:43,0.72
8,2024-04-18,09:52,18:26,1.43
9,2024-04-18,08:53,17:07,0.12
10,2024-04-18,09:40,17:56,0.93
11,2024-04-18,09:39,17:47,0.78
12,2024-04-18,09:03,17:46,0.77
13,2024-04-18,08:29,18:34,1.57
14,2024-04-18,09:48,17:38,0.63
15,2024-04-18,08:10,18:20,1.33
16,2024-04-18,08:46,18:37,1.62
17,2024-04-18,09:09,17:48,0.8
18,2024-04-18,08:58,17:29,0.48
19,2024-04-18,09:36,17:23,0.38
20,2024-04-18,09:35,17:45,0.75
21,2024-04-18,08:55,18:38,1.63
22,2024-04-18,08:41,18:04,1.07
23,2024-04-18,08:36,18:48,1.8
24,2024-04-18,08:59,18:30,1.5
25,2024-04-18,08:04,18:58,1.97
26,2024-04-18,08:09,18:54,1.9
27,2024-04-18,09:44,17:45,0.75
28,2024-04-18,09:34,17:07,0.12
29,2024-04-18,08:31,18:53,1.88
30,2024-04-18,08:35,17:40,0.67
31,2024-04-18,08:50,17:09,0.15
32,2024-04-18,09:10,18:28,1.47
33,2024-04-18,09:29,18:43,1.72
34,2024-04-18,09:03,17:25,0.42
1,2024-04-19,09:26,17:23,0.38
2,2024-04-19,08:03,18:37,1.62
3,2024-04-19,08:55,17:26,0.43
4,2024-04-19,09:45,17:26,0.43
5,2024-04-19,09:56,18:06,1.1
6,2024-04-19,09:36,18:22,1.37
7,2024-04-19,09:36,18:20,1.33
8,2024-04-19,09:54,18:00,1.0
9,2024-04-19,09:34,17:42,0.7
10,2024-04-19,09:23,18:28,1.47
11,2024-04-19,09:16,17:12,0.2
12,2024-04-19,08:08,18:52,1.87
13,2024-04-19,08:52,17:36,0.6
14,2024-04-19,09:06,18:24,1.4
15,2024-04-19,09:49,18:03,1.05
16,2024-04-19,09:07,18:58,1.97
17,2024-04-19,08:27,17:07,0.12
18,2024-04-19,09:49,18:46,1.77
19,2024-04-19,09:19,18:13,1.22
20,2024-04-19,08:51,18:03,1.05
21,2024-04-19,09:51,18:17,1.28
22,2024-04-19,08:04,17:02,0.03
23,2024-04-19,08:09,17:46,0.77
24,2024-04-19,09:51,18:22,1.37
25,2024-04-19,09:11,18:37,1.62
26,2024-04-19,08:33,17:00,0
27,2024-04-19,08:04,17:09,0.15
28,2024-04-19,09:31,17:04,0.07
29,2024-04-19,08:57,18:17,1.28
30,2024-04-19,09:59,17:52,0.87
31,2024-04-19,08:59,18:34,1.57
32,2024-04-19,08:41,18:44,1.73
33,2024-04-19,09:42,17:18,0.3
34,2024-04-19,09:00,18:09,1.15
1,2024-04-22,09:50,18:16,1.27
2,2024-04-22,08:38,17:10,0.17
3,2024-04-22,09:39,17:21,0.35
4,2024-04-22,08:06,17:55,0.92
5,2024-04-22,09:55,18:57,1.95
6,2024-04-22,08:27,18:00,1.0
7,2024-04-22,09:10,18:04,1.07
8,2024-04-22,08:46,17:51,0.85
9,2024-04-22,09:49,18:45,1.75
10,2024-04-22,08:29,17:11,0.18
11,2024-04-22,08:55,17:02,0.03
12,2024-04-22,09:34,18:12,1.2
13,2024-04-22,08:33,17:25,0.42
14,2024-04-22,08:08,17:26,0.43
15,2024-04-22,08:48,18:09,1.15
16,2024-04-22,08:41,17:54,0.9
17,2024-04-22,09:10,17:05,0.08
18,2024-04-22,08:35,18:18,1.3
19,2024-04-22,09:11,18:52,1.87
20,2024-04-22,08:57,17:49,0.82
21,2024-04-22,08:14,18:06,1.1
22,2024-04-22,09:20,18:49,1.82
23,2024-04-22,09:30,18:30,1.5
24,2024-04-22,08:37,18:29,1.48
25,2024-04-22,09:57,18:41,1.68
26,2024-04-22,08:54,17:24,0.4
27,2024-04-22,08:03,17:43,0.72
28,2024-04-22,08:14,18:28,1.47
29,2024-04-22,09:47,17:20,0.33
30,2024-04-22,09:23,18:00,1.0
31,2024-04-22,08:38,17:11,0.18
32,2024-04-22,08:08,18:16,1.27
33,2024-04-22,08:19,17:55,0.92
34,2024-04-22,08:23,17:17,0.28
1,2024-04-23,09:22,17:48,0.8
2,2024-04-23,08:42,17:27,0.45
3,2024-04-23,09:17,17:20,0.33
4,2024-04-23,09:30,17:52,0.87
5,2024-04-23,08:13,18:03,1.05
6,2024-04-23,08:38,17:13,0.22
7,2024-04-23,08:02,17:20,0.33
8,2024-04-23,08:01,18:08,1.13
9,2024-04-23,09:50,18:04,1.07
10,2024-04-23,09:01,18:53,1.88
11,2024-04-23,09:13,17:04,0.07
12,2024-04-23,08:59,17:13,0.22
13,2024-04-23,08:07,18:01,1.02
14,2024-04-23,09:12,17:33,0.55
15,2024-04-23,09:44,18:09,1.15
16,2024-04-23,08:53,18:56,1.93
17,2024-04-23,09:58,17:54,0.9
18,2024-04-23,09:00,18:11,1.18
19,2024-04-23,09:40,17:33,0.55
20,2024-04-23,08:00,17:02,0.03
21,2024-04-23,09:44,18:18,1.3
22,2024-04-23,09:05,17:29,0.48
23,2024-04-23,09:27,18:59,1.98
24,2024-04-23,09:59,17:59,0.98
25,2024-04-23,09:24,17:36,0.6
26,2024-04-23,09:17,17:00,0
27,2024-04-23,09:49,17:47,0.78
28,2024-04-23,08:20,18:42,1.7
29,2024-04-23,09:40,17:08,0.13
30,2024-04-23,08:13,18:48,1.8
31,2024-04-23,09:14,18:47,1.78
32,2024-04-23,09:09,17:06,0.1
33,2024-04-23,09:07,18:10,1.17
34,2024-04-23,09:00,17:20,0.33
1,2024-04-24,09:46,18:58,1.97
2,2024-04-24,08:16,18:29,1.48
3,2024-04-24,09:04,17:00,0
4,2024-04-24,08:12,18:20,1.33
5,2024-04-24,08:43,17:07,0.12
6,2024-04-24,08:33,18:54,1.9
7,2024-04-24,08:56,18:00,1.0
8,2024-04-24,08:40,17:38,0.63
9,2024-04-24,09:09,18:35,1.58
10,2024-04-24,09:05,17:55,0.92
11,2024-04-24,08:58,18:20,1.33
12,2024-04-24,08:30,17:52,0.87
13,2024-04-24,09:56,18:54,1.9
14,2024-04-24,08:59,17:10,0.17
15,2024-04-24,09:35,17:25,0.42
16,2024-04-24,09:02,18:45,1.75
17,2024-04-24,09:49,18:40,1.67
18,2024-04-24,08:02,17:12,0.2
19,2024-04-24,09:03,18:03,1.05
20,2024-04-24,08:39,17:07,0.12
21,2024-04-24,09:19,17:48,0.8
22,2024-04-24,08:52,18:46,1.77
23,2024-04-24,08:33,17:20,0.33
24,2024-04-24,08:14,18:54,1.9
25,2024-04-24,09:57,17:06,0.1
26,2024-04-24,09:12,17:59,0.98
27,2024-04-24,08:37,17:05,0.08
28,2024-04-24,09:53,17:42,0.7
29,2024-04-24,08:07,17:52,0.87
30,2024-04-24,08:08,18:19,1.32
31,2024-04-24,09:09,17:39,0.65
32,2024-04-24,09:29,18:19,1.32
33,2024-04-24,09:21,17:59,0.98
34,2024-04-24,08:53,17:47,0.78
1,2024-04-25,08:39,18:01,1.02
2,2024-04-25,08:20,18:03,1.05
3,2024-04-25,08:59,18:20,1.33
4,2024-04-25,08:13,17:40,0.67
5,2024-04-25,09:17,17:32,0.53
6,2024-04-25,09:48,18:13,1.22
7,2024-04-25,08:44,17:41,0.68
8,2024-04-25,09:05,18:49,1.82
9,2024-04-25,09:07,18:17,1.28
10,2024-04-25,09:17,17:38,0.63
11,2024-04-25,08:00,17:41,0.68
12,2024-04-25,08:30,18:04,1.07
13,2024-04-25,08:48,17:01,0.02
14,2024-04-25,08:23,18:18,1.3
15,2024-04-25,08:06,18:08,1.13
16,2024-04-25,08:59,18:47,1.78
17,2024-04-25,09:22,18:31,1.52
18,2024-04-25,08:14,17:13,0.22
19,2024-04-25,08:40,17:10,0.17
20,2024-04-25,08:36,18:35,1.58
21,2024-04-25,08:28,18:25,1.42
22,2024-04-25,08:41,17:01,0.02
23,2024-04-25,08:53,18:14,1.23
24,2024-04-25,08:53,17:40,0.67
25,2024-04-25,09:05,17:26,0.43
26,2024-04-25,09:36,17:17,0.28
27,2024-04-25,08:25,17:53,0.88
28,2024-04-25,08:34,18:37,1.62
29,2024-04-25,08:59,17:58,0.97
30,2024-04-25,08:49,18:01,1.02
31,2024-04-25,09:42,17:38,0.63
32,2024-04-25,08:26,17:30,0.5
33,2024-04-25,09:57,18:34,1.57
34,2024-04-25,08:54,18:09,1.15
1,2024-04-26,08:00,18:04,1.07
2,2024-04-26,08:27,18:34,1.57
3,2024-04-26,09:10,18:42,1.7
4,2024-04-26,09:17,18:31,1.52
5,2024-04-26,09:52,18:54,1.9
6,2024-04-26,09:13,17:22,0.37
7,2024-04-26,09:03,17:55,0.92
8,2024-04-26,08:51,18:25,1.42
9,2024-04-26,08:28,17:04,0.07
10,2024-04-26,09:12,18:46,1.77
11,2024-04-26,09:30,18:28,1.47
12,2024-04-26,08:24,18:11,1.18
13,2024-04-26,08:18,18:26,1.43
14,2024-04-26,08:17,18:13,1.22
15,2024-04-26,08:43,18:45,1.75
16,2024-04-26,08:42,18:20,1.33
17,2024-04-26,08:48,18:58,1.97
18,2024-04-26,08:40,17:06,0.1
19,2024-04-26,08:05,17:52,0.87
