employee_id,date,time_in,time_out,overtime
27,2024-02-02,08:58,18:29,1.48
28,2024-02-02,09:23,17:12,0.2
29,2024-02-02,09:58,17:41,0.68
30,2024-02-02,08:58,18:44,1.73
31,2024-02-02,09:26,18:00,1.0
32,2024-02-02,09:25,18:05,1.08
33,2024-02-02,09:59,18:04,1.07
34,2024-02-02,08:40,17:14,0.23
1,2024-02-05,09:48,18:58,1.97
2,2024-02-05,09:54,18:05,1.08
3,2024-02-05,09:04,17:55,0.92
4,2024-02-05,09:59,18:18,1.3
5,2024-02-05,08:28,18:28,1.47
6,2024-02-05,09:07,17:46,0.77
7,2024-02-05,08:14,17:04,0.07
8,2024-02-05,08:55,18:18,1.3
9,2024-02-05,08:42,18:32,1.53
10,2024-02-05,08:16,18:08,1.13
11,2024-02-05,09:04,18:21,1.35
12,2024-02-05,09:22,18:00,1.0
13,2024-02-05,09:28,17:42,0.7
14,2024-02-05,08:56,18:42,1.7
15,2024-02-05,09:23,17:06,0.1
16,2024-02-05,09:20,17:22,0.37
17,2024-02-05,09:53,18:32,1.53
18,2024-02-05,09:44,17:24,0.4
19,2024-02-05,08:24,18:21,1.35
20,2024-02-05,08:56,18:56,1.93
21,2024-02-05,08:53,17:55,0.92
22,2024-02-05,08:15,18:02,1.03
23,2024-02-05,09:04,17:49,0.82
24,2024-02-05,08:21,17:59,0.98
25,2024-02-05,08:17,17:40,0.67
26,2024-02-05,09:13,17:59,0.98
27,2024-02-05,08:11,17:16,0.27
28,2024-02-05,08:06,18:24,1.4
29,2024-02-05,08:33,17:00,0
30,2024-02-05,09:44,18:25,1.42
31,2024-02-05,08:30,18:40,1.67
32,2024-02-05,09:31,17:02,0.03
33,2024-02-05,08:41,18:22,1.37
34,2024-02-05,08:44,18:03,1.05
1,2024-02-06,09:17,17:37,0.62
2,2024-02-06,09:58,18:11,1.18
3,2024-02-06,09:12,18:58,1.97
4,2024-02-06,09:37,17:44,0.73
5,2024-02-06,08:50,17:28,0.47
6,2024-02-06,09:21,18:59,1.98
7,2024-02-06,09:06,18:24,1.4
8,2024-02-06,09:14,18:45,1.75
9,2024-02-06,09:32,17:28,0.47
10,2024-02-06,09:51,17:18,0.3
11,2024-02-06,08:06,18:48,1.8
12,2024-02-06,09:06,18:34,1.57
13,2024-02-06,08:05,18:29,1.48
14,2024-02-06,09:36,18:39,1.65
15,2024-02-06,08:05,17:21,0.35
16,2024-02-06,09:08,17:44,0.73
17,2024-02-06,09:21,17:46,0.77
18,2024-02-06,09:06,17:52,0.87
19,2024-02-06,09:08,18:58,1.97
20,2024-02-06,08:16,18:44,1.73
21,2024-02-06,08:00,18:09,1.15
22,2024-02-06,09:10,18:36,1.6
23,2024-02-06,09:31,17:13,0.22
24,2024-02-06,08:48,18:00,1.0
25,2024-02-06,09:01,17:08,0.13
26,2024-02-06,08:53,18:52,1.87
27,2024-02-06,08:55,18:28,1.47
28,2024-02-06,08:44,17:05,0.08
29,2024-02-06,08:18,18:10,1.17
30,2024-02-06,08:32,18:06,1.1
31,2024-02-06,08:19,17:09,0.15
32,2024-02-06,08:31,18:06,1.1
33,2024-02-06,09:22,18:02,1.03
34,2024-02-06,09:26,18:35,1.58
1,2024-02-07,09:02,17:14,0.23
2,2024-02-07,08:21,18:10,1.17
3,2024-02-07,08:32,18:31,1.52
4,2024-02-07,09:56,18:45,1.75
5,2024-02-07,08:54,18:59,1.98
6,2024-02-07,09:51,17:02,0.03
7,2024-02-07,08:04,17:44,0.73
8,2024-02-07,09:07,17:02,0.03
9,2024-02-07,08:43,17:20,0.33
10,2024-02-07,09:23,18:26,1.43
11,2024-02-07,08:35,17:57,0.95
12,2024-02-07,08:21,17:37,0.62
13,2024-02-07,08:09,17:05,0.08
14,2024-02-07,09:33,18:48,1.8
15,2024-02-07,09:16,18:22,1.37
16,2024-02-07,09:33,17:12,0.2
17,2024-02-07,08:40,18:37,1.62
18,2024-02-07,09:57,17:02,0.03
19,2024-02-07,08:09,18:07,1.12
20,2024-02-07,08:14,17:32,0.53
21,2024-02-07,09:45,17:23,0.38
22,2024-02-07,08:19,17:40,0.67
23,2024-02-07,09:22,18:48,1.8
24,2024-02-07,08:28,17:08,0.13
25,2024-02-07,09:15,18:05,1.08
26,2024-02-07,08:59,18:17,1.28
27,2024-02-07,08:40,17:48,0.8
28,2024-02-07,08:23,17:38,0.63
29,2024-02-07,09:15,17:20,0.33
30,2024-02-07,08:33,18:28,1.47
31,2024-02-07,08:16,17:25,0.42
32,2024-02-07,09:35,17:59,0.98
33,2024-02-07,09:11,17:08,0.13
34,2024-02-07,08:15,18:39,1.65
1,2024-02-08,09:43,18:53,1.88
2,2024-02-08,09:01,17:40,0.67
3,2024-02-08,09:56,17:23,0.38
4,2024-02-08,08:46,17:33,0.55
5,2024-02-08,08:14,18:06,1.1
6,2024-02-08,09:22,17:22,0.37
7,2024-02-08,09:49,18:50,1.83
8,2024-02-08,08:13,17:35,0.58
9,2024-02-08,09:22,18:33,1.55
10,2024-02-08,09:13,18:34,1.57
11,2024-02-08,08:29,17:39,0.65
12,2024-02-08,08:02,17:45,0.75
13,2024-02-08,08:42,17:59,0.98
14,2024-02-08,08:04,18:42,1.7
15,2024-02-08,08:49,18:23,1.38
16,2024-02-08,08:52,18:20,1.33
17,2024-02-08,08:53,18:10,1.17
18,2024-02-08,09:07,17:06,0.1
19,2024-02-08,08:38,17:40,0.67
20,2024-02-08,09:42,18:33,1.55
21,2024-02-08,09:12,17:59,0.98
22,2024-02-08,08:10,17:01,0.02
23,2024-02-08,08:18,18:49,1.82
24,2024-02-08,08:25,17:21,0.35
25,2024-02-08,08:18,17:15,0.25
26,2024-02-08,08:20,17:06,0.1
27,2024-02-08,08:25,18:21,1.35
28,2024-02-08,09:44,17:58,0.97
29,2024-02-08,08:06,18:25,1.42
30,2024-02-08,08:54,17:01,0.02
31,2024-02-08,09:42,18:13,1.22
32,2024-02-08,09:29,18:05,1.08
33,2024-02-08,08:06,18:34,1.57
34,2024-02-08,08:47,17:44,0.73
1,2024-02-09,08:37,18:47,1.78
2,2024-02-09,08:51,17:23,0.38
3,2024-02-09,09:48,18:27,1.45
4,2024-02-09,08:08,17:50,0.83
5,2024-02-09,08:03,18:21,1.35
6,2024-02-09,08:18,18:35,1.58
7,2024-02-09,08:52,18:59,1.98
8,2024-02-09,09:07,17:33,0.55
9,2024-02-09,09:00,18:59,1.98
10,2024-02-09,09:25,17:28,0.47
11,2024-02-09,08:52,17:45,0.75
12,2024-02-09,08:31,17:48,0.8
13,2024-02-09,08:38,18:15,1.25
14,2024-02-09,08:24,18:41,1.68
15,2024-02-09,08:21,18:54,1.9
16,2024-02-09,09:43,17:10,0.17
17,2024-02-09,09:17,17:07,0.12
18,2024-02-09,09:25,17:16,0.27
19,2024-02-09,08:33,17:25,0.42
20,2024-02-09,09:21,18:07,1.12
21,2024-02-09,08:55,18:02,1.03
22,2024-02-09,09:33,17:11,0.18
23,2024-02-09,08:08,18:48,1.8
24,2024-02-09,09:48,17:56,0.93
25,2024-02-09,09:29,18:52,1.87
26,2024-02-09,09:04,18:33,1.55
27,2024-02-09,08:11,18:21,1.35
28,2024-02-09,09:45,17:27,0.45
29,2024-02-09,08:29,18:22,1.37
30,2024-02-09,09:19,17:39,0.65
31,2024-02-09,09:02,17:09,0.15
32,2024-02-09,08:02,18:20,1.33
33,2024-02-09,09:45,18:24,1.4
34,2024-02-09,09:18,18:37,1.62
1,2024-02-12,09:14,18:02,1.03
2,2024-02-12,08:10,17:33,0.55
3,2024-02-12,08:37,17:24,0.4
4,2024-02-12,08:39,18:14,1.23
5,2024-02-12,09:43,18:56,1.93
6,2024-02-12,08:18,18:18,1.3
7,2024-02-12,08:50,17:00,0
8,2024-02-12,09:13,17:56,0.93
9,2024-02-12,09:02,18:11,1.18
10,2024-02-12,09:29,17:06,0.1
11,2024-02-12,08:01,17:00,0
12,2024-02-12,08:09,17:28,0.47
13,2024-02-12,08:44,18:47,1.78
14,2024-02-12,08:48,18:31,1.52
15,2024-02-12,09:46,18:25,1.42
16,2024-02-12,08:17,18:58,1.97
17,2024-02-12,08:10,18:34,1.57
18,2024-02-12,09:33,17:13,0.22
19,2024-02-12,08:44,17:33,0.55
20,2024-02-12,09:32,17:03,0.05
21,2024-02-12,08:05,17:36,0.6
22,2024-02-12,09:42,17:40,0.67
23,2024-02-12,08:53,18:00,1.0
24,2024-02-12,08:29,18:34,1.57
25,2024-02-12,09:19,17:28,0.47
26,2024-02-12,09:45,17:18,0.3
27,2024-02-12,08:17,18:10,1.17
28,2024-02-12,09:36,17:14,0.23
29,2024-02-12,09:44,18:39,1.65
30,2024-02-12,09:06,18:19,1.32
31,2024-02-12,09:42,17:17,0.28
32,2024-02-12,08:41,18:21,1.35
33,2024-02-12,08:50,17:46,0.77
34,2024-02-12,09:41,17:38,0.63
1,2024-02-13,09:21,18:29,1.48
2,2024-02-13,08:49,18:05,1.08
3,2024-02-13,08:46,18:17,1.28
4,2024-02-13,08:05,17:56,0.93
5,2024-02-13,09:37,17:44,0.73
6,2024-02-13,08:05,17:03,0.05
7,2024-02-13,09:05,18:51,1.85
8,2024-02-13,09:12,17:44,0.73
9,2024-02-13,09:58,17:08,0.13
10,2024-02-13,08:30,18:46,1.77
11,2024-02-13,08:43,18:26,1.43
12,2024-02-13,09:06,18:19,1.32
13,2024-02-13,09:58,17:06,0.1
14,2024-02-13,08:18,17:30,0.5
15,2024-02-13,09:38,18:44,1.73
16,2024-02-13,08:58,17:14,0.23
17,2024-02-13,09:32,17:11,0.18
18,2024-02-13,08:22,17:52,0.87
19,2024-02-13,09:21,18:15,1.25
20,2024-02-13,08:29,17:23,0.38
21,2024-02-13,08:20,17:50,0.83
22,2024-02-13,09:48,17:21,0.35
23,2024-02-13,08:15,17:35,0.58
24,2024-02-13,09:54,17:47,0.78
25,2024-02-13,08:27,17:35,0.58
26,2024-02-13,08:06,18:06,1.1
27,2024-02-13,09:28,18:48,1.8
28,2024-02-13,08:41,18:41,1.68
29,2024-02-13,09:58,17:40,0.67
30,2024-02-13,09:29,17:09,0.15
31,2024-02-13,09:33,17:39,0.65
32,2024-02-13,09:56,17:31,0.52
33,2024-02-13,09:41,18:40,1.67
34,2024-02-13,09:11,17:19,0.32
1,2024-02-14,08:33,17:45,0.75
2,2024-02-14,09:22,17:29,0.48
3,2024-02-14,09:55,18:56,1.93
4,2024-02-14,08:47,18:57,1.95
5,2024-02-14,09:45,18:25,1.42
6,2024-02-14,09:25,17:37,0.62
7,2024-02-14,09:39,18:07,1.12
8,2024-02-14,08:41,17:59,0.98
9,2024-02-14,09:38,18:30,1.5
10,2024-02-14,09:02,17:43,0.72
11,2024-02-14,08:54,17:52,0.87
12,2024-02-14,08:11,18:26,1.43
13,2024-02-14,08:16,17:23,0.38
14,2024-02-14,08:27,18:09,1.15
15,2024-02-14,09:29,18:34,1.57
16,2024-02-14,09:18,18:40,1.67
17,2024-02-14,08:19,18:14,1.23
18,2024-02-14,08:42,18:04,1.07
19,2024-02-14,08:56,17:26,0.43
20,2024-02-14,08:49,18:44,1.73
21,2024-02-14,09:42,17:15,0.25
22,2024-02-14,09:38,17:58,0.97
23,2024-02-14,08:43,18:33,1.55
24,2024-02-14,09:43,17:50,0.83
25,2024-02-14,09:05,18:50,1.83
26,2024-02-14,08:13,18:34,1.57
27,2024-02-14,09:49,18:00,1.0
28,2024-02-14,09:55,18:36,1.6
29,2024-02-14,08:41,18:24,1.4
30,2024-02-14,08:07,18:09,1.15
31,2024-02-14,09:56,17:20,0.33
32,2024-02-14,08:31,17:34,0.57
33,2024-02-14,08:20,17:33,0.55
34,2024-02-14,09:38,17:37,0.62
1,2024-02-15,08:58,18:07,1.12
2,2024-02-15,08:48,17:28,0.47
3,2024-02-15,08:50,17:01,0.02
4,2024-02-15,08:28,17:46,0.77
5,2024-02-15,08:57,18:39,1.65
6,2024-02-15,09:12,17:26,0.43
7,2024-02-15,09:31,18:12,1.2
8,2024-02-15,09:45,17:54,0.9
9,2024-02-15,09:34,17:02,0.03
10,2024-02-15,09:42,18:00,1.0
11,2024-02-15,09:05,17:13,0.22
12,2024-02-15,08:13,17:37,0.62
13,2024-02-15,09:39,17:37,0.62
14,2024-02-15,08:03,17:17,0.28
15,2024-02-15,08:09,18:17,1.28
16,2024-02-15,09:37,18:03,1.05
17,2024-02-15,09:03,17:35,0.58
18,2024-02-15,08:30,17:35,0.58
19,2024-02-15,08:17,18:10,1.17
20,2024-02-15,09:45,17:01,0.02
21,2024-02-15,08:15,17:46,0.77
22,2024-02-15,08:58,17:41,0.68
23,2024-02-15,09:00,18:44,1.73
24,2024-02-15,09:43,18:41,1.68
25,2024-02-15,09:33,17:27,0.45
26,2024-02-15,08:44,18:10,1.17
27,2024-02-15,08:46,18:38,1.63
28,2024-02-15,08:32,18:18,1.3
29,2024-02-15,08:20,18:12,1.2
30,2024-02-15,08:57,17:54,0.9
31,2024-02-15,09:07,17:18,0.3
32,2024-02-15,09:39,18:42,1.7
33,2024-02-15,08:04,17:43,0.72
34,2024-02-15,08:48,17:13,0.22
1,2024-02-16,08:01,18:06,1.1
2,2024-02-16,08:28,18:23,1.38
3,2024-02-16,08:38,18:41,1.68
4,2024-02-16,09:39,17:09,0.15
5,2024-02-16,08:17,17:42,0.7
6,2024-02-16,08:41,17:32,0.53
7,2024-02-16,09:02,17:22,0.37
8,2024-02-16,09:43,18:06,1.1
9,2024-02-16,09:01,18:38,1.63
10,2024-02-16,09:34,18:09,1.15
11,2024-02-16,09:37,18:41,1.68
12,2024-02-16,08:05,17:05,0.08
13,2024-02-16,08:45,17:50,0.83
14,2024-02-16,09:33,18:30,1.5
15,2024-02-16,09:44,17:56,0.93
16,2024-02-16,09:01,18:30,1.5
17,2024-02-16,08:58,17:25,0.42
18,2024-02-16,08:28,18:27,1.45
19,2024-02-16,08:09,17:59,0.98
20,2024-02-16,08:49,17:48,0.8
21,2024-02-16,08:34,17:37,0.62
22,2024-02-16,08:08,18:36,1.6
23,2024-02-16,08:01,17:25,0.42
24,2024-02-16,09:28,18:51,1.85
25,2024-02-16,08:48,18:59,1.98
26,2024-02-16,08:54,17:55,0.92
27,2024-02-16,09:12,18:25,1.42
28,2024-02-16,08:15,17:25,0.42
29,2024-02-16,09:48,18:25,1.42
30,2024-02-16,09:36,17:01,0.02
31,2024-02-16,09:28,17:19,0.32
32,2024-02-16,08:18,17:15,0.25
33,2024-02-16,09:35,17:46,0.77
34,2024-02-16,08:09,17:54,0.9
1,2024-02-19,08:11,18:10,1.17
2,2024-02-19,08:40,18:50,1.83
3,2024-02-19,09:56,17:51,0.85
4,2024-02-19,09:08,17:45,0.75
5,2024-02-19,09:50,17:29,0.48
6,2024-02-19,08:20,17:38,0.63
7,2024-02-19,08:16,18:07,1.12
8,2024-02-19,09:50,18:37,1.62
9,2024-02-19,09:38,18:05,1.08
10,2024-02-19,09:11,17:50,0.83
11,2024-02-19,09:27,17:45,0.75
12,2024-02-19,09:09,17:53,0.88
13,2024-02-19,08:43,18:07,1.12
14,2024-02-19,08:59,18:37,1.62
15,2024-02-19,08:40,18:25,1.42
16,2024-02-19,09:04,18:20,1.33
17,2024-02-19,08:29,17:10,0.17
18,2024-02-19,09:44,17:24,0.4
19,2024-02-19,09:24,17:46,0.77
20,2024-02-19,09:58,18:38,1.63
21,2024-02-19,09:14,18:46,1.77
22,2024-02-19,09:41,17:38,0.63
23,2024-02-19,09:27,17:44,0.73
24,2024-02-19,09:16,17:45,0.75
25,2024-02-19,09:43,17:08,0.13
26,2024-02-19,08:18,18:14,1.23
27,2024-02-19,08:15,17:33,0.55
28,2024-02-19,09:45,17:23,0.38
29,2024-02-19,09:59,17:27,0.45
30,2024-02-19,08:01,18:33,1.55
31,2024-02-19,08:45,17:20,0.33
32,2024-02-19,09:16,18:10,1.17
33,2024-02-19,08:19,17:56,0.93
34,2024-02-19,09:28,18:21,1.35
1,2024-02-20,09:32,18:45,1.75
2,2024-02-20,09:07,18:23,1.38
3,2024-02-20,09:12,18:15,1.25
4,2024-02-20,09:02,18:34,1.57
5,2024-02-20,08:40,18:01,1.02
6,2024-02-20,08:42,17:30,0.5
7,2024-02-20,09:38,17:22,0.37
8,2024-02-20,08:53,17:12,0.2
9,2024-02-20,09:20,17:25,0.42
10,2024-02-20,08:26,18:37,1.62
11,2024-02-20,09:25,17:59,0.98
12,2024-02-20,09:18,18:41,1.68
13,2024-02-20,09:47,18:41,1.68
14,2024-02-20,08:48,18:14,1.23
15,2024-02-20,09:11,17:04,0.07
16,2024-02-20,08:01,18:42,1.7
17,2024-02-20,09:26,17:43,0.72
18,2024-02-20,08:20,18:08,1.13
19,2024-02-20,09:40,17:14,0.23
20,2024-02-20,08:15,18:24,1.4
21,2024-02-20,08:37,17:36,0.6
22,2024-02-20,08:16,18:22,1.37
23,2024-02-20,09:48,17:14,0.23
24,2024-02-20,09:07,18:12,1.2
25,2024-02-20,09:18,18:07,1.12
26,2024-02-20,08:25,17:13,0.22
27,2024-02-20,09:59,17:29,0.48
28,2024-02-20,08:57,18:00,1.0
29,2024-02-20,08:43,18:15,1.25
30,2024-02-20,08:37,17:02,0.03
31,2024-02-20,09:44,18:52,1.87
32,2024-02-20,09:00,17:26,0.43
33,2024-02-20,08:59,18:40,1.67
34,2024-02-20,09:36,17:58,0.97
1,2024-02-21,08:14,18:58,1.97
2,2024-02-21,09:57,17:03,0.05
3,2024-02-21,09:51,18:32,1.53
4,2024-02-21,08:53,17:56,0.93
5,2024-02-21,08:59,17:18,0.3
6,2024-02-21,08:42,18:12,1.2
7,2024-02-21,09:22,18:55,1.92
8,2024-02-21,09:25,18:53,1.88
9,2024-02-21,08:54,18:01,1.02
10,2024-02-21,08:06,17:59,0.98
11,2024-02-21,08:35,18:32,1.53
12,2024-02-21,08:52,18:22,1.37
13,2024-02-21,08:33,18:48,1.8
14,2024-02-21,09:32,17:57,0.95
15,2024-02-21,08:49,18:53,1.88
16,2024-02-21,09:30,18:34,1.57
17,2024-02-21,08:50,18:22,1.37
18,2024-02-21,09:55,17:30,0.5
19,2024-02-21,09:14,17:48,0.8
20,2024-02-21,08:17,18:38,1.63
21,2024-02-21,09:04,17:56,0.93
22,2024-02-21,08:17,17:31,0.52
23,2024-02-21,08:35,17:14,0.23
24,2024-02-21,08:12,18:41,1.68
25,2024-02-21,08:31,17:06,0.1
26,2024-02-21,08:06,18:55,1.92
27,2024-02-21,08:37,17:56,0.93
28,2024-02-21,09:26,18:29,1.48
29,2024-02-21,09:22,17:42,0.7
30,2024-02-21,09:26,18:20,1.33
31,2024-02-21,08:08,18:59,1.98
32,2024-02-21,09:41,17:07,0.12
33,2024-02-21,08:20,17:47,0.78
34,2024-02-21,08:33,18:21,1.35
1,2024-02-22,09:42,17:42,0.7
2,2024-02-22,09:50,17:05,0.08
3,2024-02-22,08:47,17:36,0.6
4,2024-02-22,08:21,17:28,0.47
5,2024-02-22,09:59,17:03,0.05
6,2024-02-22,08:43,18:13,1.22
7,2024-02-22,08:19,18:31,1.52
8,2024-02-22,09:44,17:56,0.93
9,2024-02-22,08:33,17:19,0.32
10,2024-02-22,09:11,17:04,0.07
11,2024-02-22,08:24,17:16,0.27
12,2024-02-22,09:06,18:20,1.33
13,2024-02-22,09:24,18:59,1.98
14,2024-02-22,09:46,18:37,1.62
15,2024-02-22,09:36,17:42,0.7
16,2024-02-22,09:09,18:53,1.88
17,2024-02-22,08:04,18:28,1.47
18,2024-02-22,09:55,18:44,1.73
19,2024-02-22,09:48,18:25,1.42
20,2024-02-22,09:50,17:20,0.33
21,2024-02-22,08:45,17:17,0.28
22,2024-02-22,09:38,18:20,1.33
23,2024-02-22,08:45,17:58,0.97
24,2024-02-22,09:06,18:58,1.97
25,2024-02-22,08:13,18:07,1.12
26,2024-02-22,08:25,17:55,0.92
27,2024-02-22,09:26,17:32,0.53
28,2024-02-22,09:52,18:51,1.85
29,2024-02-22,08:41,18:07,1.12
30,2024-02-22,08:45,18:06,1.1
31,2024-02-22,08:48,18:05,1.08
32,2024-02-22,08:53,18:44,1.73
33,2024-02-22,09:34,18:11,1.18
34,2024-02-22,09:42,17:18,0.3
1,2024-02-23,08:35,18:30,1.5
2,2024-02-23,09:41,17:06,0.1
3,2024-02-23,08:24,17:25,0.42
4,2024-02-23,08:14,17:42,0.7
5,2024-02-23,09:54,18:44,1.73
6,2024-02-23,08:09,18:33,1.55
7,2024-02-23,08:45,17:35,0.58
8,2024-02-23,09:32,18:03,1.05
9,2024-02-23,08:38,17:17,0.28
10,2024-02-23,08:10,17:28,0.47
11,2024-02-23,09:39,17:29,0.48
12,2024-02-23,09:56,17:56,0.93
13,2024-02-23,08:54,18:20,1.33
14,2024-02-23,08:01,18:49,1.82
15,2024-02-23,09:31,18:42,1.7
16,2024-02-23,09:29,17:41,0.68
17,2024-02-23,08:17,17:14,0.23
18,2024-02-23,09:06,18:39,1.65
19,2024-02-23,08:00,17:26,0.43
20,2024-02-23,09:00,17:40,0.67
21,2024-02-23,09:51,18:00,1.0
22,2024-02-23,09:08,17:46,0.77
23,2024-02-23,09:37,18:03,1.05
24,2024-02-23,08:19,17:04,0.07
25,2024-02-23,09:19,18:01,1.02
26,2024-02-23,09:56,17:19,0.32
27,2024-02-23,09:30,18:02,1.03
28,2024-02-23,08:30,17:12,0.2
29,2024-02-23,08:06,18:11,1.18
30,2024-02-23,09:55,18:24,1.4
31,2024-02-23,09:46,17:59,0.98
32,2024-02-23,09:31,18:44,1.73
33,2024-02-23,09:06,17:00,0
34,2024-02-23,08:55,18:01,1.02
1,2024-02-26,09:39,17:47,0.78
2,2024-02-26,09:41,18:59,1.98
3,2024-02-26,08:06,17:31,0.52
4,2024-02-26,09:42,18:09,1.15
5,2024-02-26,09:05,17:50,0.83
6,2024-02-26,09:05,17:57,0.95
7,2024-02-26,08:57,17:53,0.88
8,2024-02-26,08:24,18:16,1.27
9,2024-02-26,09:37,17:19,0.32
10,2024-02-26,08:24,17:35,0.58
11,2024-02-26,08:14,17:21,0.35
12,2024-02-26,09:52,17:33,0.55
13,2024-02-26,09:51,17:08,0.13
14,2024-02-26,09:50,18:33,1.55
15,2024-02-26,08:26,18:17,1.28
16,2024-02-26,08:09,18:22,1.37
17,2024-02-26,09:29,18:56,1.93
18,2024-02-26,08:01,18:00,1.0
19,2024-02-26,08:59,17:24,0.4
20,2024-02-26,09:36,18:04,1.07
21,2024-02-26,09:50,18:00,1.0
22,2024-02-26,09:56,18:57,1.95
23,2024-02-26,08:38,17:44,0.73
24,2024-02-26,08:17,17:21,0.35
25,2024-02-26,08:53,18:42,1.7
26,2024-02-26,09:58,17:27,0.45
27,2024-02-26,09:55,18:48,1.8
28,2024-02-26,08:08,17:14,0.23
29,2024-02-26,08:20,17:21,0.35
30,2024-02-26,08:38,17:57,0.95
31,2024-02-26,09:06,17:37,0.62
32,2024-02-26,08:21,18:11,1.18
33,2024-02-26,08:30,17:30,0.5
34,2024-02-26,09:35,18:14,1.23
1,2024-02-27,08:52,18:27,1.45
2,2024-02-27,08:02,18:10,1.17
3,2024-02-27,08:52,18:08,1.13
4,2024-02-27,09:46,17:07,0.12
5,2024-02-27,08:26,17:07,0.12
6,2024-02-27,09:27,18:26,1.43
7,2024-02-27,08:21,17:13,0.22
8,2024-02-27,09:05,17:20,0.33
9,2024-02-27,08:04,17:54,0.9
10,2024-02-27,08:32,17:32,0.53
11,2024-02-27,09:58,18:07,1.12
12,2024-02-27,09:30,17:57,0.95
13,2024-02-27,08:22,17:12,0.2
14,2024-02-27,09:28,18:12,1.2
15,2024-02-27,08:52,17:45,0.75
16,2024-02-27,08:58,17:59,0.98
17,2024-02-27,09:34,18:13,1.22
18,2024-02-27,08:49,17:08,0.13
19,2024-02-27,09:03,18:41,1.68
20,2024-02-27,09:18,17:21,0.35
21,2024-02-27,09:07,17:40,0.67
22,2024-02-27,09:11,18:28,1.47
23,2024-02-27,09:19,18:23,1.38
24,2024-02-27,08:31,18:38,1.63
25,2024-02-27,09:04,17:54,0.9
26,2024-02-27,09:38,17:45,0.75
27,2024-02-27,09:58,18:28,1.47
28,2024-02-27,09:31,18:10,1.17
29,2024-02-27,09:17,17:05,0.08
30,2024-02-27,08:30,18:08,1.13
31,2024-02-27,08:37,18:48,1.8
32,2024-02-27,08:31,17:55,0.92
33,2024-02-27,08:00,17:51,0.85
34,2024-02-27,09:58,18:45,1.75
1,2024-02-28,08:30,17:59,0.98
2,2024-02-28,09:16,17:24,0.4
3,2024-02-28,08:24,18:50,1.83
4,2024-02-28,09:37,18:32,1.53
5,2024-02-28,09:01,17:04,0.07
6,2024-02-28,09:47,17:20,0.33
7,2024-02-28,08:10,17:20,0.33
8,2024-02-28,09:11,17:15,0.25
9,2024-02-28,08:16,17:12,0.2
10,2024-02-28,08:08,17:31,0.52
11,2024-02-28,09:04,17:39,0.65
12,2024-02-28,09:05,18:01,1.02
13,2024-02-28,08:15,17:43,0.72
14,2024-02-28,08:07,17:24,0.4
15,2024-02-28,08:53,18:09,1.15
16,2024-02-28,08:24,18:13,1.22
17,2024-02-28,08:44,18:50,1.83
18,2024-02-28,09:15,18:17,1.28
19,2024-02-28,08:51,18:39,1.65
